func_id,dim,seed,best_f,f_opt,error,nfes,runtime,success,algorithm,run
1,10,0,100.00396098580003,100.0,0.003960985800034678,100000,1.6993050575256348,False,LA-DRL-GSK,1
5,10,0,530.1295874188907,500.0,30.12958741889065,100000,1.715162992477417,False,LA-DRL-GSK,1
